Year,Show_name,Potential_Gross,Difference,Average_ticket,Seats_Sold,Seats_in_theater,Previews,%cap,diff_cap
19-08-2018,Waitress,1019480,-1144.7,112.92,8018,1045,8,95.91,-1.41
19-08-2018,Wicked,1779845,-139584,124.92,14092,1807,8,97.48,0.28
26-08-2018,Aladdin,1709374,-111893,100.71,13305,1727,8,96.3,-0.43
26-08-2018,Anastasia,1093588,32164.54,85.32,8557,1143,8,93.58,6.86
26-08-2018,Beautiful: The Carole King Musical,1106908,-15469.89,84.66,6855,1026,8,83.52,-4.03
26-08-2018,Carousel,1622728,-708,79.08,7664,1428,8,67.09,-2.94
26-08-2018,Chicago,958024,-67037.62,83.13,7523,1080,8,87.07,-6.08
26-08-2018,Come From Away,1260966,-37663.2,123.62,8541,1046,8,102.07,0.35
26-08-2018,Dear Evan Hansen,1425136,-17311.58,198.19,7988,984,8,101.47,-0.09
26-08-2018,Frozen,2244976,-127919,151.18,13152,1684,8,97.62,-0.51
26-08-2018,Gettin' the Band Back Together,778520,6214.2,39.43,4604,955,8,60.26,-3.5
26-08-2018,Hamilton,2895648,134237,302.18,10754,1321,8,101.76,0.01
26-08-2018,Harry Potter and the Cursed Child,1988464,-57494,168.6,12976,1622,8,100,0
26-08-2018,Head Over Heels,883552,-21030.2,64.97,3702,963,8,48.05,-5.95
26-08-2018,Hello Dolly!,1911926,194884.28,199.94,11717,1446,8,101.29,0.01
26-08-2018,Kinky Boots,1294256,-83587.1,83.01,6550,1424,8,57.5,-6.43
26-08-2018,Mean Girls,1469426,-11604.5,158.34,9888,1225,8,100.9,-0.06
26-08-2018,My Fair Lady,1396120,-21103,148.46,7830,1069,8,91.56,-0.06
26-08-2018,Once On This Island,792176,-46455.92,94.75,4339,696,8,77.93,-2.12
26-08-2018,Pretty Woman: The Musical,1365328,89405,123.91,9324,1168,8,99.79,-0.75
26-08-2018,School of Rock – The Musical,1443688,-134318.92,89.56,7996,1523,8,65.63,-12.19
26-08-2018,SpongeBob SquarePants The Broadway Musical,1408776,-54013.95,80.87,11352,1610,8,88.14,-3.48
26-08-2018,Springsteen On Broadway,1907420,-477042.5,508.69,3792,948,4,100,0.23
26-08-2018,Straight White Men,638296,10594,81.97,4339,581,8,93.35,5.27
26-08-2018,Summer: The Donna Summer Musical,1455668,-9209.5,91.67,7408,1470,8,62.99,-1.06
26-08-2018,The Band's Visit,1024568,-35061,109.49,8167,1039,8,98.26,-0.56
26-08-2018,The Book of Mormon,1190502,-31193.5,128.16,8628,1047,8,103.01,-0.76
26-08-2018,The Lion King,2228027,-179027,161.58,13374,1696,8,98.57,-1.44
26-08-2018,The Phantom of the Opera,1356418,-93923.49,88.48,11281,1605,8,87.86,-4.17
26-08-2018,The Play That Goes Wrong,677688,-16634.5,65.1,4770,854,8,69.82,-3.94
26-08-2018,Waitress,1019480,-327573.25,94.27,6129,1045,8,73.31,-22.6
26-08-2018,Wicked,1779845,-292454,114.02,12874,1807,8,89.06,-8.42
02-09-2018,Aladdin,1644190,-71916.5,96.31,13166,1727,8,95.3,-1
02-09-2018,Anastasia,1105421,-22603.14,89.87,7873,1143,8,86.1,-7.48
02-09-2018,Beautiful: The Carole King Musical,1106908,70881.87,87.53,7440,1026,8,90.64,7.12
02-09-2018,Bernhardt/Hamlet,230640,0,56.74,2108,736,0,95.47,0
02-09-2018,Carousel,1626658,100769.86,81.62,8661,1428,8,75.81,8.72
02-09-2018,Chicago,967724,34894.37,84.43,7821,1080,8,90.52,3.45
02-09-2018,Come From Away,1260966,82986.2,133.38,8538,1046,8,102.03,-0.04
02-09-2018,Dear Evan Hansen,1425136,2956.04,198.38,7995,984,8,101.56,0.09
02-09-2018,Frozen,2075352,-121841,141.54,13187,1684,8,97.88,0.26
02-09-2018,Gettin' the Band Back Together,952220,20471.25,38.57,5238,955,8,68.56,8.3
02-09-2018,Hamilton,2895648,406,302.16,10756,1321,8,101.78,0.02
02-09-2018,Harry Potter and the Cursed Child,1988464,-42288,165.34,12976,1622,8,100,0
02-09-2018,Head Over Heels,883552,15862.2,67.41,3803,963,8,49.36,1.31
02-09-2018,Kinky Boots,1294256,125791.2,90.5,7398,1424,8,64.94,7.44
02-09-2018,Mean Girls,1469426,4321.45,158.63,9897,1225,8,100.99,0.09
02-09-2018,My Fair Lady,1396120,39592,148.47,8096,1069,8,94.67,3.11
02-09-2018,Once On This Island,792176,21346.5,98.15,4406,696,8,79.13,1.2
02-09-2018,Pretty Woman: The Musical,1365328,64406,132.75,9188,1168,8,98.33,-1.46
02-09-2018,School of Rock – The Musical,1443688,-194.58,90.4,7920,1523,8,65,-0.63
02-09-2018,SpongeBob SquarePants The Broadway Musical,1408776,57293.45,83.43,11690,1610,8,90.76,2.62
02-09-2018,Springsteen On Broadway,1907420,1060,508.97,3792,948,4,100,0
02-09-2018,Straight White Men,638296,25423.85,86.15,4424,581,8,95.18,1.83
02-09-2018,Summer: The Donna Summer Musical,1455668,27832,87.57,8072,1470,8,68.64,5.65
02-09-2018,The Band's Visit,1024568,44374.74,116.29,8071,1039,8,97.1,-1.16
02-09-2018,The Book of Mormon,1190502,48189.5,133.03,8674,1047,8,103.56,0.55
02-09-2018,The Lion King,2093609,-50388,156.4,13495,1696,8,99.46,0.89
02-09-2018,The Phantom of the Opera,1375702,42994.19,92.49,11257,1605,8,87.67,-0.19
02-09-2018,The Play That Goes Wrong,677688,-4027,66.27,4625,854,8,67.7,-2.12
02-09-2018,Waitress,1019480,59446.5,97.2,6556,1045,8,78.42,5.11
02-09-2018,Wicked,1779845,71841,117.93,13057,1807,8,90.32,1.26
09-09-2018,Aladdin,1510533,-121521.5,88.48,12958,1727,8,93.79,-1.51
09-09-2018,Anastasia,1093588,35979.82,90.95,8175,1143,8,89.4,3.3
09-09-2018,Beautiful: The Carole King Musical,1106908,-11831,95.49,6696,1026,8,81.58,-9.06
09-09-2018,Bernhardt/Hamlet,538160,124076.7,56.66,4301,736,0,83.48,-11.99
09-09-2018,Carousel,1622728,-159492.66,70.95,7715,1428,8,67.53,-8.28
09-09-2018,Chicago,967724,3477.14,82.19,8076,1080,8,93.47,2.95
09-09-2018,Come From Away,1154784,-123405.8,119.57,8492,1046,8,101.48,-0.55
09-09-2018,Dear Evan Hansen,1425136,-217062.72,176.9,7739,984,8,98.31,-3.25
09-09-2018,Frozen,1829134,-300444,124.9,12538,1684,8,93.07,-4.81
09-09-2018,Gettin' the Band Back Together,952220,-6123.75,57.92,3382,955,8,44.27,-24.29
09-09-2018,Hamilton,2895648,-40833,298.36,10756,1321,8,101.78,0
09-09-2018,Harry Potter and the Cursed Child,1988464,-102904,157.41,12976,1622,8,100,0
09-09-2018,Head Over Heels,883552,-40479.25,65.17,3313,963,8,43,-6.36
09-09-2018,Kinky Boots,1294256,-43109.75,86.43,7247,1424,8,63.61,-1.33
09-09-2018,Mean Girls,1328576,-329397.44,132.64,9353,1225,8,95.44,-5.55
09-09-2018,My Fair Lady,1396120,-131160,130.1,8231,1069,8,96.25,1.58
09-09-2018,Once On This Island,792176,-11153,92.8,4540,696,8,81.54,2.41
09-09-2018,Pretty Woman: The Musical,1365328,-114320.9,126.43,8743,1168,8,93.57,-4.76
09-09-2018,School of Rock – The Musical,1443688,-177463.02,75.28,7153,1523,8,58.71,-6.29
09-09-2018,SpongeBob SquarePants The Broadway Musical,1418894,-146468.5,79.47,10429,1610,8,80.97,-9.79
09-09-2018,Springsteen On Broadway,1907420,2650,509.67,3792,948,4,100,0
09-09-2018,Straight White Men,638296,1218.45,86.11,4440,581,8,95.52,0.34
09-09-2018,Summer: The Donna Summer Musical,1455668,42439,89.07,8413,1470,8,71.54,2.9
09-09-2018,The Band's Visit,1024568,-143388.55,101.32,7848,1039,8,94.42,-2.68
09-09-2018,The Book of Mormon,1190502,-79484,124.69,8617,1047,8,102.88,-0.68
09-09-2018,The Lion King,1899503,-235911,141.27,13270,1696,8,97.8,-1.66
09-09-2018,The Nap,611317,0,36,2945,643,0,76.33,0
09-09-2018,The Phantom of the Opera,1347562,-157317.14,82.75,10681,1605,8,83.19,-4.48
09-09-2018,The Play That Goes Wrong,677688,-27543.5,62.63,4454,854,8,65.19,-2.51
09-09-2018,Waitress,1019480,-26109.25,89.9,6798,1045,8,81.32,2.9
09-09-2018,Wicked,1779845,-133481.5,93.71,15007,1926,8,97.4,7.08
16-09-2018,Aladdin,1501219,32340.5,90.94,12962,1727,8,93.82,0.03
16-09-2018,Anastasia,1093588,-13776.48,86.92,8395,1143,8,91.81,2.41
16-09-2018,Beautiful: The Carole King Musical,1106908,118078.7,99.25,7632,1026,8,92.98,11.4
16-09-2018,Bernhardt/Hamlet,615040,58262.5,61.36,4921,736,0,83.58,0.1
16-09-2018,Carousel,1626658,205653.19,77.87,9671,1428,8,84.66,17.13
16-09-2018,Chicago,967724,36062.54,83.75,8356,1080,8,96.71,3.24
16-09-2018,Come From Away,1154784,67217.6,127.28,8506,1046,8,101.65,0.17
16-09-2018,Dear Evan Hansen,1425136,54686.02,179.19,7945,984,8,100.93,2.62
16-09-2018,Frozen,1829134,35042.5,126.34,12673,1684,8,94.07,1
16-09-2018,Gettin' the Band Back Together,952220,59909.25,44.1,5800,955,8,75.92,31.65
16-09-2018,Hamilton,2895648,-7703,297.7,10754,1321,8,101.76,-0.02
16-09-2018,Harry Potter and the Cursed Child,1988464,-38590,154.44,12976,1622,8,100,0
16-09-2018,Head Over Heels,883552,16562.25,67.89,3424,963,8,44.44,1.44
16-09-2018,Kinky Boots,1294256,132046.3,85.06,8916,1424,8,78.27,14.66
16-09-2018,Mean Girls,1328576,-51177.5,128.32,9269,1225,8,94.58,-0.86
16-09-2018,My Fair Lady,1396120,77674.5,140.16,8194,1069,8,95.81,-0.44
16-09-2018,Once On This Island,792176,12839.8,92.89,4674,696,8,83.94,2.4
16-09-2018,Pretty Woman: The Musical,1365328,59817.2,126.81,9189,1168,8,98.34,4.77
16-09-2018,School of Rock – The Musical,1443688,16369.44,73.79,7520,1523,8,61.72,3.01
16-09-2018,SpongeBob SquarePants The Broadway Musical,1418894,224079,86.79,12131,1610,8,94.18,13.21
16-09-2018,Springsteen On Broadway,1907420,0,509.67,3792,948,4,100,0
16-09-2018,Summer: The Donna Summer Musical,1455668,70916.5,89.93,9121,1470,8,77.56,6.02
16-09-2018,The Band's Visit,1024568,36000.66,103.19,8055,1039,8,96.91,2.49
16-09-2018,The Book of Mormon,1190502,10374.5,125.24,8662,1047,8,103.41,0.53
16-09-2018,The Lion King,1870494,51262,142.36,13529,1696,8,99.71,1.91
16-09-2018,The Nap,694488,81648,47.37,3962,643,0,77.02,0.69
16-09-2018,The Phantom of the Opera,1347562,113100.12,84.9,11743,1605,8,91.46,8.27
16-09-2018,The Play That Goes Wrong,677688,17727.75,61.44,4829,854,8,70.68,5.49
16-09-2018,Waitress,1019480,31230,89.94,7142,1045,8,85.43,4.11
16-09-2018,Wicked,1779845,54145.5,95.38,15312,1926,8,99.38,1.98
23-09-2018,Aladdin,1443636,32723,91.41,13254,1727,8,95.93,2.11
23-09-2018,Anastasia,1093588,-143958.4,86.73,6754,1143,8,73.86,-17.95
23-09-2018,Beautiful: The Carole King Musical,1106908,-36787.7,103.25,6980,1026,8,85.04,-7.94
23-09-2018,Bernhardt/Hamlet,615040,6930.1,56.44,5473,736,0,92.95,9.37
23-09-2018,Carousel,1626658,0,77.87,9671,1428,8,84.66,0
23-09-2018,Chicago,967724,8381.07,87.55,8089,1080,8,93.62,-3.09
23-09-2018,Come From Away,1154784,17017.8,128.96,8527,1046,8,101.9,0.25
23-09-2018,Dear Evan Hansen,1425136,20551.25,182.96,7894,984,8,100.28,-0.65
23-09-2018,Frozen,1829134,23219.5,125.03,12991,1684,8,96.43,2.36
23-09-2018,Gettin' the Band Back Together,952220,0,44.1,5800,955,8,75.92,0
23-09-2018,Hamilton,2895648,36328,301.05,10755,1321,8,101.77,0.01
23-09-2018,Harry Potter and the Cursed Child,1509972,-450452,119.73,12976,1622,8,100,0
23-09-2018,Head Over Heels,883552,-21305,61.13,3454,963,8,44.83,0.39
23-09-2018,Kinky Boots,1294256,-99920.1,84.26,7815,1424,8,68.6,-9.67
23-09-2018,Mean Girls,1328576,108958.25,136.47,9514,1225,8,97.08,2.5
23-09-2018,My Fair Lady,1396120,17532.5,144.56,8066,1069,8,94.32,-1.49
23-09-2018,Once On This Island,792176,-44292.9,88.93,4384,696,8,78.74,-5.2
23-09-2018,Pretty Woman: The Musical,1365328,-9321,125.63,9201,1168,8,98.47,0.13
23-09-2018,School of Rock – The Musical,1443688,4004.08,62.63,8924,1523,8,73.24,11.52
23-09-2018,SpongeBob SquarePants The Broadway Musical,1418894,0,86.79,12131,1610,8,94.18,0
23-09-2018,Summer: The Donna Summer Musical,1455668,-134894.5,98.08,6988,1470,8,59.42,-18.14
23-09-2018,The Band's Visit,1031928,-16169.86,103.51,7874,1039,8,94.73,-2.18
23-09-2018,The Book of Mormon,1190502,42335.5,129.53,8702,1047,8,103.89,0.48
23-09-2018,The Lifespan of a Fact,573592,0,129.88,3669,1004,0,91.36,0
23-09-2018,The Lion King,1944916,121025,150.89,13566,1696,8,99.99,0.28
23-09-2018,The Nap,694488,-26485.7,34.07,4731,643,0,91.97,14.95
23-09-2018,The Phantom of the Opera,1347562,-63497.12,89.35,10447,1605,8,81.36,-10.1
23-09-2018,The Play That Goes Wrong,677688,-30501.75,55.32,4812,854,8,70.43,-0.25
23-09-2018,Waitress,1019480,-90029.25,93.08,5934,1045,8,70.98,-14.45
23-09-2018,Wicked,1779845,-148635.5,112.47,11664,1807,8,80.69,-18.69
30-09-2018,Aladdin,1439942,-17404.6,92.91,12852,1727,8,93.02,-2.91
30-09-2018,Anastasia,1093588,151435.77,90.16,8177,1143,8,89.42,15.56
30-09-2018,Beautiful: The Carole King Musical,1106908,60421,107.53,7264,1026,8,88.5,3.46
30-09-2018,Bernhardt/Hamlet,538160,-28331.6,59.05,4751,736,7,92.22,-0.73
30-09-2018,Chicago,967724,20600.65,90.19,8081,1080,8,93.53,-0.09
30-09-2018,Come From Away,1154784,35417.3,133.33,8513,1046,8,101.73,-0.17
30-09-2018,Dear Evan Hansen,1425136,14676.6,182.64,7988,984,8,101.47,1.19
30-09-2018,Frozen,1829134,-55145.3,125.34,12519,1684,8,92.93,-3.5
30-09-2018,Hamilton,2895648,9005,301.89,10755,1321,8,101.77,0
30-09-2018,Harry Potter and the Cursed Child,1988464,453165,154.65,12976,1622,8,100,0
30-09-2018,Head Over Heels,883552,39092.9,69.55,3598,963,8,46.7,1.87
30-09-2018,Kinky Boots,1294256,-10051.7,86.07,7534,1424,8,66.13,-2.47
30-09-2018,Mean Girls,1328576,-36648.8,132.26,9540,1225,8,97.35,0.27
30-09-2018,My Fair Lady,1396120,-61955,142.55,7745,1069,8,90.56,-3.76
30-09-2018,Once On This Island,792176,-16777.9,83.65,4460,696,8,80.1,1.36
30-09-2018,Pretty Woman: The Musical,1365328,18841.4,126.52,9285,1168,8,99.37,0.9
30-09-2018,School of Rock – The Musical,1443688,12675.5,74.77,7644,1523,8,62.74,-10.5
30-09-2018,Springsteen On Broadway,1907420,0,508.34,3792,948,4,100,0
30-09-2018,Summer: The Donna Summer Musical,1455668,-20342,97.54,6818,1470,8,57.98,-1.44
30-09-2018,The Band's Visit,1024568,53157,111.38,7795,1039,8,93.78,-0.95
30-09-2018,The Book of Mormon,1190502,11864.5,130.98,8696,1047,8,103.82,-0.07
30-09-2018,The Lifespan of a Fact,1147184,260598,125,5897,1004,0,73.42,-17.94
30-09-2018,The Lion King,2038631,-56735,146.66,13570,1696,8,100.01,0.02
30-09-2018,The Nap,620113,19134.2,40.22,4483,643,5,87.15,-4.82
30-09-2018,The Phantom of the Opera,1347562,49850.42,87.16,11281,1605,8,87.86,6.5
30-09-2018,The Play That Goes Wrong,677688,-3171,55.45,4743,854,8,69.42,-1.01
30-09-2018,The Waverly Gallery,579264,0,73.13,4208,787,0,89.11,0
30-09-2018,Waitress,1019480,50247.75,91.86,6560,1045,8,78.47,7.49
30-09-2018,Wicked,1779845,23423.5,112.54,11864,1807,8,82.07,1.38
07-10-2018,Aladdin,1657407,145983.4,101.96,13143,1727,8,95.13,2.11
07-10-2018,American Son,224136,0,141.24,1450,774,0,93.67,0
07-10-2018,Anastasia,1105421,-60014.4,100.79,6719,1143,8,73.48,-15.94
07-10-2018,Beautiful: The Carole King Musical,1106908,48294.28,109.96,7543,1026,8,91.9,3.4
07-10-2018,Bernhardt/Hamlet,615040,84829,80.2,4556,736,8,77.38,-14.84
07-10-2018,Chicago,967724,64031.41,93.81,8452,1080,8,97.82,4.29
07-10-2018,Come From Away,1181032,51232.24,138.94,8538,1046,8,102.03,0.3
07-10-2018,Dear Evan Hansen,1352224,46441.34,188.24,7997,984,8,101.59,0.12
07-10-2018,Frozen,1829134,31828.5,130.18,12298,1684,8,91.29,-1.64
07-10-2018,Hamilton,2895648,-19638,299.98,10758,1321,8,101.8,0.03
07-10-2018,Harry Potter and the Cursed Child,1988464,94524,161.93,12976,1622,8,100,0
07-10-2018,Head Over Heels,883552,-23165.4,70.54,3219,963,8,41.78,-4.92
07-10-2018,King Kong,393810,0,105.08,3472,1736,0,100,0
07-10-2018,Kinky Boots,1294256,102163.1,91.71,8185,1424,8,71.85,5.72
07-10-2018,Mean Girls,1328576,79778.45,137.35,9767,1225,8,99.66,2.31
07-10-2018,My Fair Lady,1396120,35686.5,148.5,7675,1069,8,89.75,-0.81
07-10-2018,Once On This Island,792176,53387.2,89.16,4783,696,8,85.9,5.8
07-10-2018,Pretty Woman: The Musical,1365328,35596.1,134.44,9003,1168,8,96.35,-3.02
07-10-2018,School of Rock – The Musical,1443688,173823.4,89.22,8354,1523,8,68.57,5.83
07-10-2018,Springsteen On Broadway,2384275,482907.5,508.55,4740,948,5,100,0
07-10-2018,Summer: The Donna Summer Musical,1455668,-88093.5,94.84,6083,1470,8,51.73,-6.25
07-10-2018,The Band's Visit,1031928,67444.4,115.87,8075,1039,8,97.15,3.37
07-10-2018,The Book of Mormon,1190502,97031.5,141.81,8716,1047,8,104.06,0.24
07-10-2018,The Ferryman,746784,0,98.71,5795,1019,0,94.78,0
07-10-2018,The Lifespan of a Fact,1147184,55939.5,126.18,6285,1004,0,78.25,4.83
07-10-2018,The Lion King,2393692,286919,167.78,13572,1696,8,100.03,0.02
07-10-2018,The Nap,646488,47774.5,60.18,3790,643,8,73.68,-13.47
07-10-2018,The Phantom of the Opera,1375702,180695.3,94.9,12266,1605,8,95.53,7.67
07-10-2018,The Play That Goes Wrong,677688,35889.5,60.76,4919,854,8,72,2.58
07-10-2018,The Waverly Gallery,673793,53443.5,70.79,5102,787,0,92.61,3.5
07-10-2018,Waitress,1019480,114545.25,102.68,6984,1045,8,83.54,5.07
07-10-2018,Wicked,1779845,438452,126.42,14030,1807,8,97.05,14.98
14-10-2018,Aladdin,1566849,-58761.6,98.01,13074,1727,8,94.63,-0.5
14-10-2018,American Son,888864,310126.78,106.7,4826,774,0,77.94,-15.73
14-10-2018,Anastasia,1093588,65194.2,94.41,7863,1143,8,85.99,12.51
14-10-2018,Beautiful: The Carole King Musical,1106908,-21725.28,108.24,7462,1026,8,90.91,-0.99
14-10-2018,Bernhardt/Hamlet,615040,1309.4,83.95,4368,736,8,74.18,-3.2
14-10-2018,Chicago,967724,-30390.11,92.47,8245,1080,8,95.43,-2.39
14-10-2018,Come From Away,1154784,-61071.74,131.93,8529,1046,8,101.92,-0.11
14-10-2018,Dear Evan Hansen,1352224,9835.26,189.66,7989,984,8,101.49,-0.1
14-10-2018,Frozen,1829134,-27548.4,124.84,12604,1684,8,93.56,2.27
14-10-2018,Hamilton,2895648,18351,301.77,10755,1321,8,101.77,-0.03
14-10-2018,Harry Potter and the Cursed Child,1988464,-46743,158.33,12976,1622,8,100,0
14-10-2018,Head Over Heels,883552,-8049.25,69.67,3144,963,8,40.81,-0.97
14-10-2018,King Kong,1166006,467669.75,79.84,10428,1738,0,100,0
14-10-2018,Kinky Boots,1294256,-33607.1,90.51,7922,1424,8,69.54,-2.31
14-10-2018,Mean Girls,1328576,44610.55,142.11,9754,1225,8,99.53,-0.13
14-10-2018,My Fair Lady,1396120,-45869.5,144.39,7576,1069,8,88.59,-1.16
14-10-2018,Once On This Island,792176,3930.4,90.48,4757,696,8,85.43,-0.47
14-10-2018,Pretty Woman: The Musical,1365328,-16375.6,131.32,9092,1168,8,97.3,0.95
14-10-2018,School of Rock – The Musical,1443688,-73345.4,85.79,7833,1523,8,64.29,-4.28
14-10-2018,Springsteen On Broadway,1907420,-480732.5,508.91,3792,948,4,100,0
14-10-2018,Summer: The Donna Summer Musical,1455668,113989,94.39,7320,1470,8,62.24,10.51
14-10-2018,The Band's Visit,1024568,-33303.46,117.11,7705,1039,8,92.7,-4.45
14-10-2018,The Book of Mormon,1190502,-55222,136.01,8682,1047,8,103.65,-0.41
14-10-2018,The Ferryman,875173,121819.84,103.98,6673,1019,0,93.55,-1.23
14-10-2018,The Lifespan of a Fact,1079264,9985.5,124,6476,1004,0,80.63,2.38
14-10-2018,The Lion King,2170390,-120223,160.64,13427,1696,8,98.96,-1.07
14-10-2018,The Nap,646488,-23221.4,55.03,3723,643,8,72.38,-1.3
14-10-2018,The Phantom of the Opera,1347562,-108754.28,90.95,11602,1605,8,90.36,-5.17
14-10-2018,The Play That Goes Wrong,677688,1534,64.75,4640,854,8,67.92,-4.08
14-10-2018,The Waverly Gallery,772352,18140.5,75.83,5002,787,0,79.45,-13.16
14-10-2018,Torch Song,567623,0,68.31,3498,581,0,86.01,0
14-10-2018,Waitress,1019480,-49661.5,98.81,6755,1045,8,80.8,-2.74
14-10-2018,Wicked,1779845,-124140,119.97,13749,1807,8,95.11,-1.94
21-10-2018,Aladdin,1535782,35546,98.35,13390,1727,8,96.92,2.29
21-10-2018,American Son,888864,36647.35,110.18,5006,774,0,80.85,2.91
21-10-2018,Anastasia,1093588,27935,93.53,8236,1143,8,90.07,4.08
21-10-2018,Beautiful: The Carole King Musical,1106908,20666,106.92,7747,1026,8,94.38,3.47
21-10-2018,Bernhardt/Hamlet,615040,30930.4,83.81,4744,736,8,80.57,6.39
21-10-2018,Chicago,967724,10275.35,93.3,8282,1080,8,95.86,0.43
21-10-2018,Come From Away,1154784,25269,134.83,8533,1046,8,101.97,0.05
21-10-2018,Dear Evan Hansen,1352224,25092.2,192.9,7985,984,8,101.44,-0.05
21-10-2018,Frozen,1829134,16798.3,125.62,12659,1684,8,93.97,0.41
21-10-2018,Hamilton,2895648,2620,301.99,10756,1321,8,101.78,0.01
21-10-2018,Harry Potter and the Cursed Child,1988464,36357,161.13,12976,1622,8,100,0
21-10-2018,Head Over Heels,883552,32780.5,65.44,3848,963,8,49.95,9.14
21-10-2018,King Kong,977560,-158838.25,79,8528,1738,0,98.14,-1.86
21-10-2018,Kinky Boots,1294256,48544.5,92.59,8268,1424,8,72.58,3.04
21-10-2018,Mean Girls,1328576,-13250.25,141.81,9681,1225,8,98.79,-0.74
21-10-2018,My Fair Lady,1396120,71965,153.08,7616,1069,8,89.06,0.47
21-10-2018,Once On This Island,792176,3066.8,87.29,4966,696,8,89.19,3.76
21-10-2018,Pretty Woman: The Musical,1365328,9183,132.34,9091,1168,8,97.29,-0.01
21-10-2018,School of Rock – The Musical,1443688,61791,84.44,8690,1523,8,71.32,7.03
21-10-2018,Springsteen On Broadway,2384275,484905,509.43,4740,948,5,100,0
21-10-2018,Summer: The Donna Summer Musical,1455668,-7330,98.44,6944,1470,8,59.05,-3.19
21-10-2018,The Band's Visit,1024568,5482.24,114.52,7927,1039,8,95.37,2.67
21-10-2018,The Book of Mormon,1190502,3731,135.94,8714,1047,8,104.04,0.39
21-10-2018,The Ferryman,995712,-11457.2,85.46,7985,1019,1,97.95,4.4
21-10-2018,The Lifespan of a Fact,1079264,5034,107.83,7494,1004,4,93.3,12.67
21-10-2018,The Lion King,2096494,60040,163.93,13524,1696,8,99.68,0.72
21-10-2018,The Nap,646488,5500.6,59.12,3558,643,8,69.17,-3.21
21-10-2018,The Phantom of the Opera,1347562,-53237.07,90.25,11102,1605,8,86.46,-3.9
21-10-2018,The Play That Goes Wrong,677688,22117.66,64.39,5009,854,8,73.32,5.4
21-10-2018,The Waverly Gallery,772352,14127.5,64.75,6076,787,0,96.51,17.06
21-10-2018,Torch Song,648712,19773.1,67.22,3849,585,0,82.24,-3.77
21-10-2018,Waitress,1019480,29389.5,100.18,6956,1045,8,83.21,2.41
21-10-2018,Wicked,1779845,55419,120.19,14185,1807,8,98.13,3.02
28-10-2018,Aladdin,1492927,-22239.8,97.79,13239,1727,8,95.82,-1.1
28-10-2018,American Son,888864,-40811.92,116.75,4375,774,0,70.66,-10.19
28-10-2018,Anastasia,1093588,-151201.48,88.14,7024,1143,8,76.82,-13.25
28-10-2018,Beautiful: The Carole King Musical,1106908,-84824.5,101.2,7347,1026,8,89.51,-4.87
28-10-2018,Bernhardt/Hamlet,615040,-52572.3,74.41,4637,736,8,78.75,-1.82
28-10-2018,Chicago,967724,-586.35,91.76,8415,1080,8,97.4,1.54
28-10-2018,Come From Away,1154784,-41969.8,129.92,8532,1046,8,101.96,-0.01
28-10-2018,Dear Evan Hansen,1352224,-35569.18,188.92,7965,984,8,101.18,-0.26
28-10-2018,Frozen,1829134,-36223.1,120.62,12884,1684,8,95.64,1.67
28-10-2018,Hamilton,2630724,-302549,274.34,10737,1321,8,101.6,-0.18
28-10-2018,Harry Potter and the Cursed Child,1988464,-30080,158.81,12976,1622,8,100,0
28-10-2018,Head Over Heels,883552,-46215.25,59.92,3431,963,8,44.54,-5.41
28-10-2018,King Kong,1166006,100594.5,80,9678,1738,0,92.81,-5.33
28-10-2018,Kinky Boots,1294256,-77026.7,92.98,7405,1424,8,65,-7.58
28-10-2018,Mean Girls,1328576,-131564.45,130.61,9504,1225,8,96.98,-1.81
28-10-2018,Mike Birbiglia's The New One,459674,0,48.09,2581,1073,0,60.14,0
28-10-2018,My Fair Lady,1396120,18557,147.81,8013,1069,8,93.7,4.64
28-10-2018,Once On This Island,792176,-31527.4,87.07,4616,696,8,82.9,-6.29
28-10-2018,Pretty Woman: The Musical,1365328,-14745.1,131.26,9054,1168,8,96.9,-0.39
28-10-2018,School of Rock – The Musical,1443688,-31286.5,84.63,8301,1523,8,68.13,-3.19
28-10-2018,Springsteen On Broadway,1907420,-476705,511.07,3792,948,4,100,0
28-10-2018,Summer: The Donna Summer Musical,1455668,-85147.5,87.48,6841,1470,8,58.17,-0.88
28-10-2018,The Band's Visit,1024568,-29290.66,111.88,7852,1039,8,94.47,-0.9
28-10-2018,The Book of Mormon,1190502,-49380,130.84,8676,1047,8,103.58,-0.46
28-10-2018,The Ferryman,995712,220086.92,114.47,7884,1019,8,96.71,-1.24
28-10-2018,The Lifespan of a Fact,1079264,177049.9,131.79,7475,1004,8,93.07,-0.23
28-10-2018,The Lion King,2003484,-113235,155.74,13508,1696,8,99.56,-0.12
28-10-2018,The Nap,620439,-36156.8,49.8,3498,643,8,68,-1.17
28-10-2018,The Phantom of the Opera,1347562,1287.92,88.72,11309,1605,8,88.08,1.62
28-10-2018,The Play That Goes Wrong,677688,-34214.66,60.78,4744,854,8,69.44,-3.88
28-10-2018,The Prom,903451,0,53.85,6385,1016,0,89.78,0
28-10-2018,The Waverly Gallery,772352,29326.9,67.64,6250,787,5,99.27,2.76
28-10-2018,Torch Song,648712,-44267.1,52.85,4058,585,0,86.71,4.47
28-10-2018,Waitress,1019480,-66274,99.54,6335,1045,8,75.78,-7.43
28-10-2018,Wicked,1779845,-159925,114.78,13461,1807,8,93.12,-5.01
04-11-2018,Aladdin,1472288,-36085.9,95.23,13216,1727,8,95.66,-0.16
