Year,Show_name,Potential_Gross,Difference,Average_ticket,Seats_Sold,Seats_in_theater,Previews,%cap,diff_cap
09-06-1985,42nd Street,0,0,30.42,9281,1655,8,70.1,0
09-06-1985,A Chorus Line,0,0,27.25,8167,1472,8,69.35,0
09-06-1985,Aren't We All?,0,0,33.75,7386,1088,8,84.86,0
09-06-1985,Arms and the Man,0,0,20.87,4586,682,8,84.05,0
09-06-1985,As Is,0,0,20.78,2938,684,8,53.69,0
09-06-1985,Big River,0,0,31.96,7992,1018,8,98.13,0
09-06-1985,Biloxi Blues,0,0,28.33,10831,1336,8,101.34,0
09-06-1985,Brighton Beach Memoirs,0,0,18.93,5672,1368,8,51.83,0
09-06-1985,Cats,0,0,38.35,12043,1482,8,101.58,0
09-06-1985,La Cage aux Folles,0,0,34.3,11921,1683,8,88.54,0
09-06-1985,Leader of the Pack,0,0,23.42,5210,1083,8,60.13,0
09-06-1985,Oh! Calcutta!,0,0,14.22,2273,499,9,50.61,0
09-06-1985,Singin' in the Rain,0,0,24.05,10120,1933,0,65.44,0
09-06-1985,Sunday in the Park with George,0,0,31.43,4880,771,8,79.12,0
09-06-1985,The King and I,0,0,40.84,9969,1765,8,70.6,0
09-06-1985,The Odd Couple,0,0,24.17,3768,1181,0,39.88,0
09-06-1985,The Tap Dance Kid,0,0,26.78,6667,1621,8,51.41,0
16-06-1985,42nd Street,0,19049,29.46,10231,1655,8,77.27,7.17
16-06-1985,A Chorus Line,0,-3380,27.68,7918,1472,8,67.24,-2.11
16-06-1985,Aren't We All?,0,-45278,32.43,6291,1088,8,72.28,-12.58
16-06-1985,Arms and the Man,0,-1357,20.2,4669,682,8,85.58,1.53
16-06-1985,As Is,0,5314,20.19,3288,684,8,60.09,6.4
16-06-1985,Big River,0,8861,33.23,7952,1018,8,97.64,-0.49
16-06-1985,Biloxi Blues,0,3173,28.34,10939,1336,8,102.35,1.01
16-06-1985,Brighton Beach Memoirs,0,64,16.49,6516,1368,8,59.54,7.71
16-06-1985,Cats,0,-3527,38.1,12029,1482,8,101.46,-0.12
16-06-1985,La Cage aux Folles,0,4256,34.41,12007,1683,8,89.18,0.64
16-06-1985,Leader of the Pack,0,1747,24.77,4996,1083,8,57.66,-2.47
16-06-1985,Oh! Calcutta!,0,1560,14.22,2383,499,8,59.69,9.08
16-06-1985,Singin' in the Rain,0,-7736,27.01,8727,1933,0,56.43,-9.01
16-06-1985,Sunday in the Park with George,0,3616,30.52,5143,771,8,83.38,4.26
16-06-1985,The King and I,0,0,40.84,9969,1765,8,70.6,0
16-06-1985,The Odd Couple,0,51346,25.87,5505,1181,7,58.27,18.39
16-06-1985,The Tap Dance Kid,0,-4514,27.34,6367,1621,8,49.1,-2.31
23-06-1985,42nd Street,0,-4979,30.26,9797,1655,8,74,-3.27
23-06-1985,A Chorus Line,0,9222,28.21,8096,1472,8,68.75,1.51
23-06-1985,Aren't We All?,0,3298,32.51,6376,1088,8,73.25,0.97
23-06-1985,Arms and the Man,0,-2066,20.14,4582,682,8,83.98,-1.6
23-06-1985,As Is,0,4374,18.87,3749,684,8,68.51,8.42
23-06-1985,Big River,0,9346,33.9,8071,1018,8,99.1,1.46
23-06-1985,Biloxi Blues,0,1872,28.4,10983,1336,8,102.76,0.41
23-06-1985,Brighton Beach Memoirs,0,13643,18.95,6391,1368,8,58.4,-1.14
23-06-1985,Cats,0,4687,38.47,12036,1482,8,101.52,0.06
23-06-1985,La Cage aux Folles,0,13477,35.17,12128,1683,8,90.08,0.9
23-06-1985,Leader of the Pack,0,-1030,24.11,5090,1083,8,58.75,1.09
23-06-1985,Oh! Calcutta!,0,1218,14.23,2467,499,9,54.93,-4.76
23-06-1985,Singin' in the Rain,0,-94736,29.27,4816,1933,0,41.52,-14.91
23-06-1985,Sunday in the Park with George,0,-3027,30.13,5109,771,8,82.83,-0.55
23-06-1985,The King and I,0,0,39.65,8025,1765,5,90.93,0
23-06-1985,The Odd Couple,0,42033,25.96,7105,1181,8,75.2,16.93
23-06-1985,The Tap Dance Kid,0,3170,26.91,6585,1621,8,50.78,1.68
30-06-1985,42nd Street,0,-3597,29.41,9957,1655,8,75.2,1.2
30-06-1985,A Chorus Line,0,2046,29.39,7841,1472,8,66.58,-2.17
30-06-1985,Aren't We All?,0,3328,31.76,6632,1088,8,76.19,2.94
30-06-1985,Arms and the Man,0,2281,19.96,4737,682,8,86.82,2.84
30-06-1985,As Is,0,8577,19.61,4045,684,8,73.92,5.41
30-06-1985,Big River,0,19085,35.67,8205,1018,8,100.75,1.65
30-06-1985,Biloxi Blues,0,-3371,27.94,11043,1336,8,103.32,0.56
30-06-1985,Brighton Beach Memoirs,0,2816,19.3,6421,1368,8,58.67,0.27
30-06-1985,Cats,0,1971,38.78,11991,1482,8,101.14,-0.38
30-06-1985,La Cage aux Folles,0,-12141,34.37,12058,1683,8,89.56,-0.52
30-06-1985,Leader of the Pack,0,-7055,25.18,4594,1083,8,53.02,-5.73
30-06-1985,Oh! Calcutta!,0,-1862,14.22,2338,499,9,52.06,-2.87
30-06-1985,Singin' in the Rain,0,17180,28.41,5566,1933,0,35.99,-5.53
30-06-1985,Sunday in the Park with George,0,-6402,24.74,5965,771,8,96.71,13.88
30-06-1985,The King and I,0,0,39.65,8025,1765,5,90.93,0
30-06-1985,The Odd Couple,0,-15807,25.84,6525,1181,8,69.06,-6.14
30-06-1985,The Tap Dance Kid,0,-896,27.46,6421,1621,8,49.51,-1.27
07-07-1985,42nd Street,0,-57156,28.44,8288,1655,8,62.6,-12.6
07-07-1985,A Chorus Line,0,-47117,29.65,6184,1472,8,52.51,-14.07
07-07-1985,Aren't We All?,0,-32668,29.89,5953,1088,8,68.39,-7.8
07-07-1985,Arms and the Man,0,-14831,20.39,3910,682,8,71.66,-15.16
07-07-1985,As Is,0,-4249,17.83,4210,684,8,76.94,3.02
07-07-1985,Big River,0,-25343,33.95,7874,1018,8,96.68,-4.07
07-07-1985,Biloxi Blues,0,-31971,31.51,8775,1336,8,82.1,-21.22
07-07-1985,Brighton Beach Memoirs,0,-27982,18.22,5266,1368,8,48.12,-10.55
07-07-1985,Cats,0,6445,39.06,12069,1482,8,101.8,0.66
07-07-1985,La Cage aux Folles,0,-21903,34.13,11500,1683,8,85.41,-4.15
07-07-1985,Leader of the Pack,0,-34363,19.72,4123,1083,8,47.59,-5.43
07-07-1985,Oh! Calcutta!,0,-948,14.23,2269,499,9,50.52,-1.54
07-07-1985,Singin' in the Rain,0,-48594,30.6,3580,1933,7,23.15,-12.84
07-07-1985,Sunday in the Park with George,0,-21150,24.09,5248,771,8,85.08,-11.63
07-07-1985,The Odd Couple,0,-27053,22.17,6386,1181,8,67.59,-1.47
07-07-1985,The Tap Dance Kid,0,-54181,26.94,4534,1621,8,34.96,-14.55
14-07-1985,42nd Street,0,16361,29.29,8606,1655,8,65,2.4
14-07-1985,A Chorus Line,0,8650,29.3,6552,1472,8,55.64,3.13
14-07-1985,Aren't We All?,0,35949,31.77,6732,1088,8,77.34,8.95
14-07-1985,Arms and the Man,0,-18585,20.73,2949,682,8,54.05,-17.61
14-07-1985,As Is,0,-291,17.08,4379,684,8,80.03,3.09
14-07-1985,Big River,0,17974,34.93,8169,1018,8,100.31,3.63
14-07-1985,Biloxi Blues,0,12387,27.86,10369,1336,8,97.02,14.92
14-07-1985,Brighton Beach Memoirs,0,-1107,18.58,5103,1368,8,46.63,-1.49
14-07-1985,Cats,0,-1004,39.14,12020,1482,8,101.38,-0.42
14-07-1985,La Cage aux Folles,0,10223,34.43,11700,1683,8,86.9,1.49
14-07-1985,Leader of the Pack,0,13669,19.58,4851,1083,8,55.99,8.4
14-07-1985,Oh! Calcutta!,0,-351,14.22,2247,499,9,50.03,-0.49
14-07-1985,Singin' in the Rain,0,26090,29.91,4535,1933,8,29.33,6.18
14-07-1985,Sunday in the Park with George,0,-4356,26.6,4588,771,8,74.38,-10.7
14-07-1985,The Odd Couple,0,21932,23.03,7100,1181,8,75.15,7.56
14-07-1985,The Tap Dance Kid,0,5073,27.3,4659,1621,8,35.93,0.97
21-07-1985,42nd Street,0,40662,29.75,9838,1655,8,74.31,9.31
21-07-1985,A Chorus Line,0,29608,27.96,7925,1472,8,67.3,11.66
21-07-1985,Aren't We All?,0,28460,31.84,7613,1088,8,87.47,10.13
21-07-1985,Arms and the Man,0,-2075,20.34,2904,682,8,53.23,-0.82
21-07-1985,As Is,0,3388,16.93,4617,684,8,84.38,4.35
21-07-1985,Big River,0,-3055,34.4,8206,1018,8,100.76,0.45
21-07-1985,Biloxi Blues,0,-1339,27.11,10610,1336,8,99.27,2.25
21-07-1985,Brighton Beach Memoirs,0,5114,18.38,5438,1368,8,49.69,3.06
21-07-1985,Cats,0,-4863,38.75,12015,1482,8,101.34,-0.04
21-07-1985,La Cage aux Folles,0,-12074,39.08,9997,1683,8,74.25,-12.65
21-07-1985,Leader of the Pack,0,12993,21.61,4996,1083,8,57.66,1.67
21-07-1985,Oh! Calcutta!,0,-1848,14.22,2117,499,9,47.14,-2.89
21-07-1985,Singin' in the Rain,0,63808,29.7,6715,1933,8,43.42,14.09
21-07-1985,Sunday in the Park with George,0,-738,26.12,4645,771,8,75.31,0.93
21-07-1985,The Odd Couple,0,1659,23.05,7165,1181,8,75.84,0.69
21-07-1985,The Tap Dance Kid,0,24266,27.34,5540,1621,8,42.72,6.79
28-07-1985,42nd Street,0,6285,29.14,10260,1655,8,77.49,3.18
28-07-1985,A Chorus Line,0,311,28.39,7818,1472,8,66.39,-0.91
28-07-1985,Arms and the Man,0,16498,19.49,3876,682,8,71.04,17.81
28-07-1985,As Is,0,-6374,16.24,4421,684,8,80.79,-3.59
28-07-1985,Big River,0,14629,36.18,8206,1018,8,100.76,0
28-07-1985,Biloxi Blues,0,666,26.73,10786,1336,8,100.92,1.65
28-07-1985,Brighton Beach Memoirs,0,6730,17.8,5992,1368,8,54.75,5.06
28-07-1985,Cats,0,1041,38.82,12019,1482,8,101.37,0.03
28-07-1985,La Cage aux Folles,0,18233,34.54,11841,1683,8,87.95,13.7
28-07-1985,Oh! Calcutta!,0,459,14.23,2147,499,9,47.81,0.67
28-07-1985,Singin' in the Rain,0,25249,30.16,7449,1933,8,48.17,4.75
28-07-1985,Sunday in the Park with George,0,2726,28.74,4315,771,8,69.96,-5.35
28-07-1985,The Odd Couple,0,-697,25.48,6456,1181,8,68.33,-7.51
28-07-1985,The Tap Dance Kid,0,-9517,26.42,5374,1621,8,41.44,-1.28
04-08-1985,42nd Street,0,-25348,29.38,9314,1655,8,70.35,-7.14
04-08-1985,A Chorus Line,0,-51,28.67,7739,1472,8,65.72,-0.67
04-08-1985,Arms and the Man,0,-22733,16.73,3157,682,8,57.86,-13.18
04-08-1985,As Is,0,3424,16.9,4450,684,8,81.32,0.53
04-08-1985,Big River,0,-4380,36.02,8120,1018,8,99.71,-1.05
04-08-1985,Biloxi Blues,0,-6579,26.62,10581,1336,8,99,-1.92
04-08-1985,Brighton Beach Memoirs,0,11057,17.59,6691,1368,8,61.14,6.39
04-08-1985,Cats,0,29506,41.24,12031,1482,8,101.48,0.11
04-08-1985,La Cage aux Folles,0,-28911,34.55,11000,1683,8,81.7,-6.25
04-08-1985,Oh! Calcutta!,0,6543,14.25,2604,499,9,57.98,10.17
04-08-1985,Singin' in the Rain,0,18453,28.89,8415,1933,8,54.42,6.25
04-08-1985,Sunday in the Park with George,0,4969,28.74,4489,771,8,72.78,2.82
04-08-1985,The Odd Couple,0,-3795,24.56,6541,1181,8,69.23,0.9
04-08-1985,The Tap Dance Kid,0,24469,25.33,6570,1621,8,50.66,9.22
11-08-1985,42nd Street,0,22251,29.45,10048,1655,8,75.89,5.54
11-08-1985,A Chorus Line,0,26649,28.42,8746,1472,8,74.27,8.55
11-08-1985,Arms and the Man,0,30632,18.26,4569,682,8,83.74,25.88
11-08-1985,As Is,0,-1078,17.46,4246,684,8,77.6,-3.72
11-08-1985,Big River,0,7763,36.86,8146,1018,8,100.02,0.31
11-08-1985,Biloxi Blues,0,9302,26.98,10786,1336,8,100.92,1.92
11-08-1985,Brighton Beach Memoirs,0,0,17.59,6691,1368,8,61.14,0
11-08-1985,Cats,0,-28307,38.91,12024,1482,8,101.42,-0.06
11-08-1985,La Cage aux Folles,0,40800,38.08,11050,1683,8,82.07,0.37
11-08-1985,Oh! Calcutta!,0,-258,14.25,2585,499,9,57.56,-0.42
11-08-1985,Singin' in the Rain,0,11001,33.08,7683,1933,8,49.68,-4.74
11-08-1985,Sunday in the Park with George,0,29140,27.59,5731,771,8,92.92,20.14
11-08-1985,The Odd Couple,0,6879,25.66,6529,1181,8,69.1,-0.13
11-08-1985,The Tap Dance Kid,0,3821,25.62,6645,1621,8,51.24,0.58
18-08-1985,42nd Street,0,51727,33.37,10416,1655,8,78.67,2.78
18-08-1985,A Chorus Line,0,37336,28.52,10023,1472,8,85.11,10.84
18-08-1985,Arms and the Man,0,-31342,17.43,2990,682,8,54.8,-28.94
18-08-1985,As Is,0,8975,17.67,4705,684,8,85.98,8.38
18-08-1985,Big River,0,7356,37.74,8152,1018,8,100.1,0.08
18-08-1985,Biloxi Blues,0,7574,27.61,10815,1336,8,101.19,0.27
18-08-1985,Cats,0,-822,38.82,12029,1482,8,101.46,0.04
18-08-1985,La Cage aux Folles,0,27230,35.38,12664,1683,8,94.06,11.99
18-08-1985,Oh! Calcutta!,0,6795,14.26,3060,499,9,68.14,10.58
18-08-1985,Singin' in the Rain,0,46112,29.8,10077,1933,8,65.16,15.48
18-08-1985,Sunday in the Park with George,0,11572,28.36,5985,771,8,97.03,4.11
18-08-1985,The Odd Couple,0,20739,25.89,7272,1181,8,76.97,7.87
25-08-1985,42nd Street,0,-5729,29.09,11754,1655,8,88.78,10.11
25-08-1985,A Chorus Line,0,-10293,27.78,9918,1472,8,84.22,-0.89
25-08-1985,Arms and the Man,0,3316,17.6,3149,682,8,57.72,2.92
25-08-1985,As Is,0,6967,18.04,4993,684,8,91.25,5.27
25-08-1985,Big River,0,-1045,37.69,8134,1018,8,99.88,-0.22
25-08-1985,Biloxi Blues,0,-2093,27.05,10961,1336,8,102.55,1.36
25-08-1985,Cats,0,2531,39.07,12019,1482,8,101.37,-0.09
25-08-1985,La Cage aux Folles,0,-25060,35.46,11929,1683,8,88.6,-5.46
25-08-1985,Oh! Calcutta!,0,-1601,14.25,2950,499,9,65.69,-2.45
25-08-1985,Singin' in the Rain,0,-9265,32.3,9009,1933,8,58.26,-6.9
25-08-1985,Sunday in the Park with George,0,-13976,26.87,5795,771,8,93.95,-3.08
25-08-1985,The Odd Couple,0,-38870,24.91,5999,1181,8,63.49,-13.48
01-09-1985,42nd Street,0,1684,29.94,11475,1655,8,86.67,-2.11
01-09-1985,A Chorus Line,0,-20957,28.62,8896,1472,8,75.54,-8.68
01-09-1985,Arms and the Man,0,17269,18.51,3927,682,8,71.98,14.26
01-09-1985,As Is,0,-15488,19.25,3875,684,8,70.82,-20.43
01-09-1985,Big River,0,-3230,37.27,8140,1018,8,99.95,0.07
01-09-1985,Biloxi Blues,0,-16517,26.28,10653,1336,8,99.67,-2.88
01-09-1985,Cats,0,-1748,39.05,11978,1482,8,101.03,-0.34
01-09-1985,La Cage aux Folles,0,-2348,35.18,11956,1683,8,88.8,0.2
01-09-1985,Oh! Calcutta!,0,8053,15.04,3330,499,9,74.15,8.46
01-09-1985,Singin' in the Rain,0,20276,29.58,10524,1933,8,68.05,9.79
01-09-1985,Sunday in the Park with George,0,-3211,27.21,5606,771,8,90.89,-3.06
01-09-1985,The Odd Couple,0,8360,23.95,6587,1181,8,69.72,6.23
08-09-1985,42nd Street,0,-123833,30.31,7251,1655,8,54.77,-31.9
08-09-1985,A Chorus Line,0,-82280,29.37,5868,1472,8,49.83,-25.71
08-09-1985,As Is,0,-22314,19.51,2680,684,8,48.98,-21.84
08-09-1985,Big River,0,-51000,34.37,7342,1018,8,90.15,-9.8
08-09-1985,Biloxi Blues,0,-67327,27.02,7868,1336,8,73.62,-26.05
08-09-1985,Cats,0,-485,38.91,12009,1482,8,101.29,0.26
08-09-1985,La Cage aux Folles,0,-70062,33.62,10427,1683,8,77.44,-11.36
08-09-1985,Oh! Calcutta!,0,-10927,14.26,2746,499,9,61.14,-13.01
08-09-1985,Singin' in the Rain,0,-84597,31.97,7089,1933,8,45.84,-22.21
08-09-1985,Song and Dance,0,0,32.09,3684,1069,0,68.92,0
08-09-1985,Sunday in the Park with George,0,-34998,28.51,4123,771,8,66.85,-24.04
08-09-1985,The Odd Couple,0,-55052,25.47,4033,1181,8,42.69,-27.03
15-09-1985,42nd Street,0,20881,30.5,7890,1655,8,59.59,4.82
15-09-1985,A Chorus Line,0,18344,28.68,6649,1472,8,56.46,6.63
15-09-1985,As Is,0,5283,18.75,3071,684,8,56.12,7.14
15-09-1985,Big River,0,20416,35.46,7692,1018,8,94.45,4.3
15-09-1985,Biloxi Blues,0,26127,26.28,9085,1336,8,85,11.38
15-09-1985,Cats,0,-4188,38.61,11995,1482,8,101.17,-0.12
15-09-1985,La Cage aux Folles,0,38808,34.59,11256,1683,8,83.6,6.16
15-09-1985,Oh! Calcutta!,0,1083,14.25,2824,499,8,70.74,9.6
15-09-1985,Singin' in the Rain,0,48690,31.18,8832,1933,8,57.11,11.27
15-09-1985,Song and Dance,0,76822,33.94,5746,1069,0,76.79,7.87
15-09-1985,Sunday in the Park with George,0,-766,26.68,4377,771,8,70.96,4.11
15-09-1985,The Odd Couple,0,55244,27.26,5796,1181,8,61.35,18.66
15-09-1985,The Search for Signs of Intelligent Life in the Universe,0,0,12.83,5172,1068,0,96.85,0
22-09-1985,42nd Street,0,8708,31.37,7949,1655,8,60.04,0.45
22-09-1985,A Chorus Line,0,-812,29.64,6405,1472,8,54.39,-2.07
22-09-1985,As Is,0,1145,18.86,3113,684,8,56.89,0.77
22-09-1985,Big River,0,-12899,34.86,7455,1018,8,91.54,-2.91
22-09-1985,Biloxi Blues,0,-18908,25.84,8509,1336,8,79.61,-5.39
22-09-1985,Cats,0,-712,38.5,12010,1482,8,101.3,0.13
22-09-1985,La Cage aux Folles,0,-2060,34.54,11215,1683,8,83.3,-0.3
22-09-1985,Oh! Calcutta!,0,-1478,14.25,2721,499,9,60.59,-10.15
22-09-1985,Singin' in the Rain,0,-14277,30.93,8441,1933,8,54.58,-2.53
22-09-1985,Song and Dance,0,14221,37.08,5643,1069,2,75.41,-1.38
22-09-1985,Sunday in the Park with George,0,890,27.72,4244,771,8,68.81,-2.15
22-09-1985,The Odd Couple,0,-10360,27.47,5373,1181,8,56.87,-4.48
22-09-1985,The Search for Signs of Intelligent Life in the Universe,0,80188,18.85,7774,1068,0,103.99,7.14
29-09-1985,42nd Street,0,-15848,30.97,7540,1655,8,56.95,-3.09
29-09-1985,A Chorus Line,0,-14903,29.74,5883,1472,8,49.96,-4.43
29-09-1985,As Is,0,-5744,16.13,3284,684,8,60.01,3.12
29-09-1985,Big River,0,5574,34.75,7639,1018,8,93.8,2.26
29-09-1985,Biloxi Blues,0,-14991,25.99,7883,1336,8,73.76,-5.85
29-09-1985,Cats,0,6631,39.12,11991,1482,8,101.14,-0.16
29-09-1985,La Cage aux Folles,0,-8297,34.71,10919,1683,8,81.1,-2.2
29-09-1985,Oh! Calcutta!,0,-4088,14.24,2435,499,9,54.22,-6.37
29-09-1985,Singin' in the Rain,0,22164,29.83,9494,1933,8,61.39,6.81
29-09-1985,Song and Dance,0,50209,32.79,7913,1069,8,92.53,17.12
29-09-1985,Sunday in the Park with George,0,-4765,27.47,4110,771,8,66.63,-2.18
29-09-1985,The Iceman Cometh,0,0,15.95,5953,1511,1,65.66,0
29-09-1985,The Marriage of Figaro,0,0,14.73,2813,602,0,58.41,0
29-09-1985,The Odd Couple,0,-9949,26.64,5167,1181,8,54.69,-2.18
29-09-1985,The Search for Signs of Intelligent Life in the Universe,0,14999,23.31,6930,1068,5,92.7,-11.29
06-10-1985,42nd Street,0,28824,31.63,8294,1655,8,62.64,5.69
06-10-1985,A Chorus Line,0,17305,30.82,6238,1472,8,52.97,3.01
06-10-1985,As Is,0,11494,16.42,3926,684,8,71.75,11.74
06-10-1985,Big River,0,20736,36.77,7782,1018,8,95.56,1.76
06-10-1985,Biloxi Blues,0,26369,26.63,8684,1336,8,81.25,7.49
06-10-1985,Brighton Beach Memoirs,0,0,18.27,5973,1368,8,54.58,0
06-10-1985,Cats,0,-9771,38.36,11974,1482,8,101,-0.14
06-10-1985,La Cage aux Folles,0,-10044,33.7,10949,1383,8,98.96,17.86
06-10-1985,Oh! Calcutta!,0,4442,14.26,2743,499,9,61.08,6.86
06-10-1985,Singin' in the Rain,0,24711,30.37,10140,1933,8,65.57,4.18
06-10-1985,Song and Dance,0,32462,35.16,8302,1069,8,97.08,4.55
06-10-1985,Sunday in the Park with George,0,18876,28.81,4573,771,8,74.14,7.51
06-10-1985,The Iceman Cometh,0,0,15.95,5953,1511,1,65.66,0
06-10-1985,The Marriage of Figaro,0,12342,15.53,3463,602,0,71.91,13.5
06-10-1985,The Odd Couple,0,24957,27.11,5999,1181,8,63.49,8.8
06-10-1985,The Search for Signs of Intelligent Life in the Universe,0,33841,24.54,7961,1068,8,93.18,0.48
13-10-1985,42nd Street,0,59486,31.91,10084,1655,8,76.16,13.52
13-10-1985,A Chorus Line,0,39511,30.42,7619,1472,8,64.7,11.73
13-10-1985,As Is,0,8843,17.06,4298,684,8,78.55,6.8
13-10-1985,Big River,0,17057,37.39,8110,1018,8,99.58,4.02
13-10-1985,Biloxi Blues,0,5413,27.65,8558,1336,8,80.07,-1.18
13-10-1985,Brighton Beach Memoirs,0,25496,19.22,7005,1368,8,64.01,9.43
13-10-1985,Cats,0,-2858,38.02,12004,1482,8,101.25,0.25
13-10-1985,La Cage aux Folles,0,39691,35.21,11606,1683,8,86.2,-12.76
13-10-1985,Oh! Calcutta!,0,15192,14.08,3857,499,9,85.88,24.8
13-10-1985,Singin' in the Rain,0,54921,31.63,11472,1933,8,74.19,8.62
13-10-1985,Song and Dance,0,-29487,35.03,7491,1069,8,87.59,-9.49
13-10-1985,Sunday in the Park with George,0,58461,31.42,6055,771,8,98.17,24.03
13-10-1985,Tango Argentino,0,0,33.33,9000,1603,7,70.18,0
13-10-1985,The Iceman Cometh,0,0,29.57,5539,1511,6,61.1,0
13-10-1985,The Marriage of Figaro,0,6511,16.68,3614,602,5,75.04,3.13
13-10-1985,The Odd Couple,0,37137,26.76,7466,1181,8,79.02,15.53
13-10-1985,The Search for Signs of Intelligent Life in the Universe,0,12803,24.32,8562,1068,8,100.21,7.03
20-10-1985,42nd Street,0,-2054,31.02,10307,1655,8,77.85,1.69
20-10-1985,A Chorus Line,0,17543,30.3,8227,1472,8,69.86,5.16
20-10-1985,As Is,0,-2687,17.3,4081,684,8,74.58,-3.97
20-10-1985,Big River,0,-5413,36.89,8073,1018,8,99.13,-0.45
20-10-1985,Biloxi Blues,0,14202,28.16,8906,1336,8,83.33,3.26
20-10-1985,Brighton Beach Memoirs,0,0,19.22,7005,1368,8,64.01,0
20-10-1985,Cats,0,2456,38.24,12001,1482,8,101.22,-0.03
20-10-1985,La Cage aux Folles,0,-1893,35.59,11431,1683,8,84.9,-1.3
20-10-1985,Oh! Calcutta!,0,-6177,15.09,3190,499,9,71.03,-14.85
20-10-1985,Singin' in the Rain,0,23326,32.76,11787,1933,8,76.22,2.03
20-10-1985,Song and Dance,0,-1021,35.86,7290,1069,8,85.24,-2.35
20-10-1985,Tango Argentino,0,17336,34.22,9274,1603,8,72.32,2.14
20-10-1985,The Iceman Cometh,0,0,29.57,5539,1511,6,61.1,0
20-10-1985,The Marriage of Figaro,0,13253,17.4,4226,602,8,87.75,12.71
20-10-1985,The Nerd,0,0,42.86,175,499,0,11.69,0
20-10-1985,The Odd Couple,0,-1834,25.91,7638,1181,8,80.84,1.82
20-10-1985,The Search for Signs of Intelligent Life in the Universe,0,182,24.35,8557,1068,8,100.15,-0.06
27-10-1985,42nd Street,0,-17265,31.04,9746,1655,8,73.61,-4.24
27-10-1985,A Chorus Line,0,-23663,29.61,7622,1472,8,64.72,-5.14
27-10-1985,As Is,0,-5209,17.37,3765,684,8,68.8,-5.78
27-10-1985,Big River,0,2285,37.12,8085,1018,8,99.28,0.15
27-10-1985,Biloxi Blues,0,-14960,27.41,8605,1336,8,80.51,-2.82
27-10-1985,Cats,0,2619,38.42,12011,1482,8,101.31,0.09
27-10-1985,La Cage aux Folles,0,-120,35.57,11434,1683,8,84.92,0.02
27-10-1985,Oh! Calcutta!,0,-4884,14.99,2885,499,9,64.24,-6.79
27-10-1985,Singin' in the Rain,0,-32070,31.29,11318,1933,8,73.19,-3.03
27-10-1985,Song and Dance,0,-45566,36.48,5917,1069,8,69.19,-16.05
27-10-1985,Tango Argentino,0,53098,34.45,10752,1603,8,83.84,11.52
27-10-1985,The Iceman Cometh,0,0,29.31,5619,1511,6,61.98,0
27-10-1985,The Marriage of Figaro,0,0,17.4,4226,602,8,87.75,0
27-10-1985,The Nerd,0,38500,38.33,1200,499,0,30.06,18.37
27-10-1985,The Odd Couple,0,-7700,26.7,7124,1181,8,75.4,-5.44
27-10-1985,The Search for Signs of Intelligent Life in the Universe,0,5389,25.07,8527,1068,8,99.8,-0.35
03-11-1985,42nd Street,0,-41767,32.19,8100,1655,8,61.18,-12.43
03-11-1985,A Chorus Line,0,-26367,30.3,6578,1472,8,55.86,-8.86
03-11-1985,As Is,0,-11436,16.77,3219,684,8,58.83,-9.97
03-11-1985,Big River,0,-19771,36,7788,1018,8,95.63,-3.65
03-11-1985,Biloxi Blues,0,-15844,26.86,8193,1336,8,76.66,-3.85
03-11-1985,Cats,0,3611,38.66,12029,1482,8,101.46,0.15
03-11-1985,La Cage aux Folles,0,-46988,34.19,10521,1683,8,78.14,-6.78
03-11-1985,Oh! Calcutta!,0,-3612,14.76,2686,499,9,59.81,-4.43
03-11-1985,Singin' in the Rain,0,-35846,32.39,9827,1933,8,63.55,-9.64
03-11-1985,Song and Dance,0,62739,35.49,7849,1069,8,91.78,22.59
03-11-1985,Tango Argentino,0,-1344,34.71,10635,1603,8,82.93,-0.91
03-11-1985,The Iceman Cometh,0,-25450,28.64,4863,1511,6,53.64,-8.34
03-11-1985,The Marriage of Figaro,0,0,17.52,3554,602,8,73.8,0
03-11-1985,The Nerd,0,-10500,39.44,900,499,0,22.55,-7.51
03-11-1985,The Odd Couple,0,-21009,26.04,6498,1181,8,68.78,-6.62
03-11-1985,The Search for Signs of Intelligent Life in the Universe,0,2173,25.11,8599,1068,8,100.64,0.84
10-11-1985,42nd Street,0,65250,30.51,10684,1655,8,80.69,19.51
10-11-1985,A Chorus Line,0,19188,28.85,7573,1472,8,64.31,8.45
10-11-1985,As Is,0,7861,17.56,3521,685,8,64.25,5.42
10-11-1985,Big River,0,14280,36.19,8141,1018,8,99.96,4.33
10-11-1985,Biloxi Blues,0,-1062,27.23,8040,1336,8,75.22,-1.44
10-11-1985,Cats,0,-649,38.66,12015,1482,8,101.34,-0.12
10-11-1985,La Cage aux Folles,0,13310,35.25,10581,1683,8,78.59,0.45
10-11-1985,Oh! Calcutta!,0,7240,15.02,3121,499,8,78.18,18.37
10-11-1985,Singin' in the Rain,0,21084,32.42,10467,1933,8,67.69,4.14
10-11-1985,Song and Dance,0,13553,35.92,8133,1039,8,97.85,6.07
10-11-1985,Tango Argentino,0,11577,34.25,11115,1603,8,86.67,3.74
10-11-1985,The Boys of Winter,0,0,19.74,2738,499,0,68.59,0
10-11-1985,The Iceman Cometh,0,838,29,4831,1511,6,53.29,-0.35
10-11-1985,The Marriage of Figaro,0,10376,17.48,4154,602,8,86.25,12.45
10-11-1985,The Nerd,0,-9000,44.17,600,499,4,17.18,-5.37
